# timestamp (ns), altitide (m)
1631088147157395456,1.381520000000000e+02
1631088147416206336,1.381690000000000e+02
1631088147644827392,1.381750000000000e+02
1631088147892805120,1.381750000000000e+02
1631088148168191232,1.381710000000000e+02
1631088148403513088,1.381650000000000e+02
1631088148656202240,1.381800000000000e+02
1631088148910275584,1.382020000000000e+02
1631088149143714816,1.382310000000000e+02
1631088149409973504,1.382520000000000e+02
1631088149645123072,1.382700000000000e+02
1631088149899246592,1.382870000000000e+02
1631088150153911552,1.383070000000000e+02
1631088150410139904,1.383230000000000e+02
1631088150630710528,1.383500000000000e+02
1631088150910007808,1.383780000000000e+02
1631088151144131584,1.383960000000000e+02
1631088151423303680,1.384110000000000e+02
1631088151641422336,1.384200000000000e+02
1631088151898249216,1.384100000000000e+02
1631088152154002688,1.384020000000000e+02
1631088152410623232,1.384180000000000e+02
1631088152640789504,1.384420000000000e+02
1631088152895687936,1.384630000000000e+02
1631088153159107072,1.384650000000000e+02
1631088153416372480,1.384500000000000e+02
1631088153647070208,1.384370000000000e+02
1631088153900324608,1.384170000000000e+02
1631088154154614016,1.384060000000000e+02
1631088154411684096,1.384000000000000e+02
1631088154639802880,1.384100000000000e+02
1631088154910350080,1.384080000000000e+02
1631088155146252544,1.384110000000000e+02
1631088155401384704,1.384110000000000e+02
1631088155653151232,1.384140000000000e+02
1631088155907871744,1.383930000000000e+02
1631088156141049856,1.383710000000000e+02
1631088156418461952,1.383470000000000e+02
1631088156639309568,1.383250000000000e+02
1631088156898240000,1.383160000000000e+02
1631088157153122560,1.383150000000000e+02
1631088157412261120,1.383310000000000e+02
1631088157648086784,1.383420000000000e+02
1631088157902783744,1.383480000000000e+02
1631088158158881280,1.383530000000000e+02
1631088158414670336,1.383510000000000e+02
1631088158646123776,1.383440000000000e+02
1631088158908397312,1.383470000000000e+02
1631088159141755904,1.383380000000000e+02
1631088159418503424,1.383320000000000e+02
1631088159651293440,1.383240000000000e+02
1631088159905929984,1.383180000000000e+02
1631088160140393984,1.383040000000000e+02
1631088160420646912,1.383010000000000e+02
1631088160651970560,1.382970000000000e+02
1631088160891358976,1.383040000000000e+02
1631088161154029824,1.383040000000000e+02
1631088161410664448,1.382880000000000e+02
1631088161657219840,1.382730000000000e+02
1631088161890584320,1.382340000000000e+02
1631088162146007552,1.382000000000000e+02
1631088162400825600,1.381900000000000e+02
1631088162654684416,1.381780000000000e+02
1631088162907066368,1.381790000000000e+02
1631088163164392192,1.381750000000000e+02
1631088163417769472,1.381650000000000e+02
1631088163649992192,1.381880000000000e+02
1631088163904027648,1.382020000000000e+02
1631088164148076288,1.382020000000000e+02
1631088164404077056,1.382050000000000e+02
1631088164656581120,1.382070000000000e+02
1631088164912456192,1.382140000000000e+02
1631088165167477248,1.382280000000000e+02
1631088165400692736,1.382460000000000e+02
1631088165649578752,1.382800000000000e+02
1631088165894937600,1.383150000000000e+02
1631088166145731840,1.383540000000000e+02
1631088166400536320,1.383890000000000e+02
1631088166647899904,1.384220000000000e+02
1631088166903012608,1.384410000000000e+02
1631088167157687040,1.384450000000000e+02
1631088167414875904,1.384320000000000e+02
1631088167646748416,1.384120000000000e+02
1631088167900915456,1.383880000000000e+02
1631088168160975616,1.383560000000000e+02
1631088168417673472,1.383400000000000e+02
1631088168637692672,1.383100000000000e+02
1631088168896283648,1.382840000000000e+02
1631088169150578432,1.382740000000000e+02
1631088169406294528,1.382620000000000e+02
1631088169660253696,1.382670000000000e+02
1631088169890147328,1.382700000000000e+02
1631088170149252608,1.382660000000000e+02
1631088170405446144,1.382640000000000e+02
1631088170657966080,1.382810000000000e+02
1631088170911511552,1.383000000000000e+02
1631088171144589312,1.383200000000000e+02
1631088171401284096,1.383360000000000e+02
1631088171649165312,1.383470000000000e+02
1631088171903510272,1.383560000000000e+02
1631088172158312448,1.383420000000000e+02
1631088172414090752,1.382850000000000e+02
1631088172646279936,1.381790000000000e+02
1631088172900141568,1.380350000000000e+02
1631088173154801920,1.378610000000000e+02
1631088173412931072,1.376290000000000e+02
1631088173642322432,1.373630000000000e+02
1631088173920288768,1.370900000000000e+02
1631088174151319808,1.368120000000000e+02
1631088174407780096,1.365240000000000e+02
1631088174642311680,1.362160000000000e+02
1631088174890279168,1.358950000000000e+02
1631088175152672256,1.355450000000000e+02
1631088175408969984,1.351880000000000e+02
1631088175652467200,1.347970000000000e+02
1631088175907316736,1.344020000000000e+02
1631088176140999680,1.339980000000000e+02
1631088176419156736,1.335700000000000e+02
1631088176650498304,1.331370000000000e+02
1631088176895858688,1.327050000000000e+02
1631088177151232512,1.322780000000000e+02
1631088177407556352,1.318570000000000e+02
1631088177633326336,1.314320000000000e+02
1631088177909959936,1.309990000000000e+02
1631088178143379456,1.305610000000000e+02
1631088178420717824,1.301090000000000e+02
1631088178652869888,1.296540000000000e+02
1631088178891016192,1.291920000000000e+02
1631088179152496128,1.287270000000000e+02
1631088179408010496,1.282510000000000e+02
1631088179653757184,1.277640000000000e+02
1631088179908640000,1.272860000000000e+02
1631088180142041088,1.268020000000000e+02
1631088180418507520,1.263130000000000e+02
1631088180650714368,1.258200000000000e+02
1631088180904765440,1.253170000000000e+02
1631088181157526528,1.248110000000000e+02
1631088181414575360,1.242870000000000e+02
1631088181645147648,1.237540000000000e+02
1631088181902039552,1.232000000000000e+02
1631088182142781440,1.226510000000000e+02
1631088182422535936,1.220960000000000e+02
1631088182650317312,1.215370000000000e+02
1631088182894515712,1.209770000000000e+02
1631088183154505472,1.204150000000000e+02
1631088183411035904,1.198530000000000e+02
1631088183642165248,1.192900000000000e+02
1631088183906774784,1.187230000000000e+02
1631088184161433600,1.181700000000000e+02
1631088184417124608,1.176110000000000e+02
1631088184640700160,1.170640000000000e+02
1631088184890966272,1.165160000000000e+02
1631088185146303488,1.159650000000000e+02
1631088185402949120,1.154140000000000e+02
1631088185655144960,1.148540000000000e+02
1631088185900763392,1.142890000000000e+02
1631088186157873664,1.137090000000000e+02
1631088186414172160,1.131240000000000e+02
1631088186646142208,1.125350000000000e+02
1631088186892047872,1.119410000000000e+02
1631088187145672960,1.113380000000000e+02
1631088187401428736,1.107490000000000e+02
1631088187649550080,1.101710000000000e+02
1631088187904026368,1.095850000000000e+02
1631088188158702592,1.089890000000000e+02
1631088188414322432,1.083860000000000e+02
1631088188646345984,1.077730000000000e+02
1631088188900908288,1.071620000000000e+02
1631088189169249792,1.065450000000000e+02
1631088189402855680,1.059260000000000e+02
1631088189643562240,1.053030000000000e+02
1631088189897673216,1.046800000000000e+02
1631088190154031872,1.040640000000000e+02
1631088190409255424,1.034290000000000e+02
1631088190662080512,1.027910000000000e+02
1631088190900554752,1.021490000000000e+02
1631088191155291648,1.015000000000000e+02
1631088191411196928,1.008650000000000e+02
1631088191659082240,1.002400000000000e+02
1631088191892197120,9.962200000000000e+01
1631088192147055104,9.902300000000000e+01
1631088192403167488,9.842400000000001e+01
1631088192656164352,9.783300000000000e+01
1631088192910802176,9.727000000000000e+01
1631088193141146880,9.672700000000000e+01
1631088193405626880,9.618700000000000e+01
1631088193659443456,9.562000000000000e+01
1631088193895275776,9.501600000000001e+01
1631088194149681920,9.438600000000000e+01
1631088194405623808,9.373500000000000e+01
1631088194658506752,9.305900000000000e+01
1631088194892110592,9.237300000000000e+01
1631088195168446208,9.169100000000000e+01
1631088195402253824,9.099100000000000e+01
1631088195654877696,9.030000000000000e+01
1631088195909344256,8.961199999999999e+01
1631088196153788160,8.892200000000000e+01
1631088196408143360,8.823000000000000e+01
1631088196655150592,8.753100000000001e+01
1631088196909307648,8.683000000000000e+01
1631088197142598400,8.613300000000000e+01
1631088197418698752,8.543500000000000e+01
1631088197649263104,8.474100000000000e+01
1631088197904445184,8.405000000000000e+01
1631088198158445312,8.335800000000000e+01
1631088198414617856,8.265900000000001e+01
1631088198646290176,8.195800000000000e+01
1631088198906334720,8.123800000000000e+01
1631088199161698048,8.049500000000000e+01
1631088199417813760,7.973399999999999e+01
1631088199649018880,7.897600000000000e+01
1631088199893866240,7.825100000000000e+01
1631088200148613376,7.753900000000000e+01
1631088200403415040,7.683300000000000e+01
1631088200649106432,7.612500000000000e+01
1631088200903472896,7.541500000000001e+01
1631088201158578432,7.470000000000000e+01
1631088201392559872,7.399100000000000e+01
1631088201645954304,7.328600000000000e+01
1631088201900497152,7.256800000000000e+01
1631088202154973952,7.185000000000001e+01
1631088202410746368,7.114400000000001e+01
1631088202641751808,7.046200000000000e+01
1631088202897783040,6.979000000000001e+01
1631088203153352704,6.910200000000000e+01
1631088203433892352,6.840900000000001e+01
1631088203660600064,6.769900000000000e+01
1631088203894977536,6.697499999999999e+01
1631088204171606272,6.624700000000000e+01
1631088204404755456,6.552700000000000e+01
1631088204658149120,6.481700000000001e+01
1631088204889927424,6.411499999999999e+01
1631088205161348608,6.340300000000000e+01
1631088205417208576,6.269500000000000e+01
1631088205649654272,6.198100000000000e+01
1631088205904496640,6.125700000000000e+01
1631088206160967936,6.053500000000000e+01
1631088206417920512,5.984900000000000e+01
1631088206649047808,5.919000000000000e+01
1631088206903387904,5.854900000000000e+01
1631088207149094400,5.793400000000000e+01
1631088207404141312,5.730600000000000e+01
1631088207656808192,5.666300000000000e+01
1631088207890482176,5.601300000000000e+01
1631088208156800000,5.536100000000000e+01
1631088208414565376,5.472000000000000e+01
1631088208655180544,5.412800000000000e+01
1631088208909969408,5.359600000000000e+01
1631088209141277440,5.307400000000000e+01
1631088209424314880,5.256800000000000e+01
1631088209651592448,5.210000000000000e+01
1631088209906997504,5.165700000000000e+01
1631088210162144512,5.123500000000000e+01
1631088210418596608,5.083700000000000e+01
1631088210640691200,5.043900000000000e+01
1631088210893814784,5.004600000000000e+01
1631088211148911616,4.964200000000000e+01
1631088211405149696,4.925500000000000e+01
1631088211658418432,4.888300000000000e+01
1631088211911844608,4.851300000000000e+01
1631088212144926976,4.814800000000000e+01
1631088212422545664,4.780300000000000e+01
1631088212649369600,4.744500000000000e+01
1631088212904315904,4.709000000000000e+01
1631088213159450880,4.673700000000000e+01
1631088213413896960,4.641000000000000e+01
1631088213643348736,4.604900000000000e+01
1631088213900779520,4.572000000000000e+01
1631088214160590336,4.548800000000000e+01
1631088214394589440,4.532400000000000e+01
1631088214649107456,4.521100000000000e+01
1631088214902676224,4.510800000000000e+01
1631088215152666880,4.497800000000000e+01
1631088215407095296,4.485200000000000e+01
1631088215662586368,4.472800000000000e+01
1631088215892657664,4.462700000000000e+01
1631088216158353920,4.454100000000000e+01
1631088216392119040,4.447600000000000e+01
1631088216656304128,4.442200000000000e+01
1631088216909935104,4.437000000000000e+01
1631088217143014656,4.432100000000000e+01
1631088217396311808,4.426100000000000e+01
1631088217651915776,4.419000000000000e+01
1631088217896041728,4.412500000000000e+01
1631088218148198400,4.404100000000000e+01
1631088218405061120,4.394400000000000e+01
1631088218640952320,4.382500000000000e+01
1631088218903546368,4.369500000000000e+01
1631088219135958784,4.356000000000000e+01
1631088219392087552,4.342700000000000e+01
1631088219646408448,4.329600000000000e+01
1631088219898685952,4.317900000000000e+01
1631088220132056576,4.306200000000000e+01
1631088220409570560,4.296100000000000e+01
1631088220642366720,4.284900000000000e+01
1631088220893897984,4.272200000000000e+01
1631088221150053888,4.258500000000000e+01
1631088221404800768,4.243100000000000e+01
1631088221658793472,4.231800000000000e+01
1631088221892476416,4.227400000000000e+01
1631088222149010176,4.225700000000000e+01
1631088222403871232,4.225700000000000e+01
1631088222635786752,4.225800000000000e+01
1631088222889904128,4.225600000000000e+01
1631088223139762688,4.226400000000000e+01
1631088223390391040,4.226400000000000e+01
1631088223646954240,4.226200000000000e+01
1631088223901415680,4.226400000000000e+01
1631088224135391488,4.225500000000000e+01
1631088224389588480,4.225100000000000e+01
1631088224644389632,4.225100000000000e+01
1631088224889748480,4.225600000000000e+01
1631088225144506112,4.225900000000000e+01
1631088225399759104,4.225300000000000e+01
1631088225632205824,4.225100000000000e+01
1631088225894556672,4.224900000000000e+01
1631088226149274880,4.225000000000000e+01
1631088226405384960,4.225200000000000e+01
1631088226637584384,4.225200000000000e+01
1631088226893551616,4.224800000000000e+01
